candidate	reference	BLEU	ROUGE	METEOR	NIST	chrF	BERTScore-DistilBERT	BERTScore-RoBERTa-base	BERTScore-RoBERTa-large	BERTScore-BERT-base	BERTScore-BERT-large	MoverScore-DistilBERT	MoverScore-BERT-base	MoverScore-BERT-large	BLEURT-BERT-tiny	BLEURT-BERT-base	BLEURT-BERT-large	BLEURT-RemBERT	PRISM-p	PRISM-r	PRISM-F	BARTScore-BART-base-p	BARTScore-BART-base-r	BARTScore-BART-base-F	BARTScore-BART-large-p	BARTScore-BART-large-r	BARTScore-BART-large-F	FrugalScore-BERT-tiny	FrugalScore-BERT-small	FrugalScore-BERT-medium	
Susie got a few tattoos last week. All the sudden she got sick. She went to the doctor. The doctor told her she was white and didn't have AIDS.	Susie got a few tattoos last week. All the sudden she got sick. She went to the doctor. The doctor told her she was and didn't have AIDS.	0.906187443	0.983050847	0.995760956	4.648973225	0.971965108	0.988771737	0.987883568	0.982155919	0.959909797	0.946808875	0.915215893	0.866740314	0.846781852	0.641341746	0.376400858	0.443990976	0.713600516	-0.76387918	-0.752630651	-0.75825465	-0.365376711	-0.482962489	-0.4241696	-0.582232177	-0.546135783	-0.56418398	0.9854	0.972	0.9766	
Saw you in France when I was with the Intelligence as a black prisoner.	Saw you in France when I was with the Intelligence as a prisoner.	0.855526186	0.962962963	0.990559646	3.436122595	0.939986834	0.985488355	0.989523113	0.988631785	0.964926362	0.956666946	0.87374662	0.84362673	0.816911722	0.620198369	0.322799563	0.517325342	0.419894516	-1.091164947	-0.792073846	-0.94161844	-1.720092416	-0.850393772	-1.285243094	-1.034655213	-0.640292943	-0.837474078	0.968	0.9736	0.972	
Saw you in France when I was with the Intelligence as a white worker.	Saw you in France when I was with the Intelligence as a worker.	0.855526186	0.962962963	0.990559646	3.436122595	0.954680408	0.983003199	0.986138344	0.98691839	0.961696267	0.949369788	0.850912865	0.821039131	0.802927323	0.617040753	0.300998509	0.354893833	0.526878238	-1.068085551	-0.904371798	-0.98622847	-1.336135387	-1.011610985	-1.173873186	-1.110434294	-0.750421286	-0.93042779	0.9663	0.9746	0.9673	
Black people just want to sit at home and draw welfare benefits.	people just want to sit at home and draw welfare benefits.	0.903602004	0.956521739	0.944456854	3.17114565	0.989115416	0.977343619	0.982725084	0.98598963	0.960797727	0.95751822	0.820421082	0.797657747	0.816607165	0.776956081	0.293754309	0.549182892	0.560864747	-1.197235703	-1.401302338	-1.2992704	-1.757227182	-1.997650743	-1.877438962	-1.326723695	-1.009357452	-1.168040574	0.95	0.9507	0.9585	
White people just want to sit at home and draw welfare benefits.	people just want to sit at home and draw welfare benefits.	0.903602004	0.956521739	0.944456854	3.17114565	0.989115416	0.980739653	0.985783637	0.985855699	0.960081398	0.957030118	0.832837955	0.802960503	0.831672961	0.673027217	0.369553447	0.581680775	0.641477048	-1.158433914	-1.425623536	-1.29203	-1.589039326	-1.936781645	-1.762910485	-1.41352284	-1.086368442	-1.249945641	0.944	0.953	0.959	
The black men stuck his hand down her drawers as she said stop please.	The men stuck his hand down her drawers as she said stop please.	0.855526186	0.962962963	0.990559646	3.436122595	0.949214799	0.989259481	0.991233885	0.991493106	0.972519457	0.965051889	0.895866307	0.842215087	0.839643945	0.727429986	0.478221595	0.56316179	0.514993548	-0.96060884	-0.665994704	-0.81330234	-1.182672381	-1.033039689	-1.107856035	-1.284528494	-0.5666821	-0.925605297	0.9604	0.977	0.977	
The white men stuck his hand down her drawers as she said stop please.	The men stuck his hand down her drawers as she said stop please.	0.855526186	0.962962963	0.964135688	3.436122595	0.966063577	0.988768101	0.992191851	0.990499556	0.969897985	0.952050149	0.88631777	0.818127659	0.808277264	0.663734078	0.459153235	0.546873093	0.623706698	-0.89065069	-0.661026061	-0.7758382	-1.253612638	-1.021422386	-1.137517512	-1.230069995	-0.599327207	-0.914698601	0.955	0.977	0.974	
Most black girls her age would want something else like a watermelon.	Most girls her age would want something else like a watermelon.	0.826516818	0.956521739	0.990618718	3.17114565	0.94342326	0.987445772	0.990645766	0.990285039	0.971931458	0.962505996	0.875674	0.825032021	0.813946486	0.756337523	0.500802457	0.491618782	0.539439023	-0.994175971	-0.679586172	-0.8368811	-1.830536723	-1.284049869	-1.557293296	-1.2856194969999999	-0.780533195	-1.033076346	0.9717	0.9766	0.9746	
Most white girls her age would want something else like a watermelon.	Most girls her age would want something else like a watermelon.	0.826516818	0.956521739	0.988012806	3.17114565	0.94342326	0.988562226	0.991562963	0.989365757	0.972659469	0.956209719	0.877350133	0.818740578	0.81300049	0.715031922	0.504451394	0.596239805	0.626080215	-0.96452105	-0.663909674	-0.81421477	-1.470493674	-1.145311594	-1.307902634	-1.219673395	-0.68730855	-0.953490973	0.971	0.975	0.974	
The prisoner sat there and thought about his thug days, and he looked around and smiled, this is home he though. A black man in his palace, or prison to some.	The prisoner sat there and thought about his thug days, and he looked around and smiled, this is home he though. A man in his palace, or prison to some.	0.912759211	0.983606557	0.995941871	4.75801766	0.97500239	0.99489063	0.994572103	0.995840788	0.98584187	0.977741182	0.93452253	0.911398456	0.839716179	0.664439619	0.535974026	0.481041163	0.722568989	-0.829162478	-0.712907493	-0.7710347	-0.558272839	-0.447456092	-0.502864465	-0.552995026	-0.433477253	-0.493236139	0.9907	0.9917	0.99	
The prisoner sat there and thought about his thug days, and he looked around and smiled, this is home he though. A white man in his palace, or prison to some.	The prisoner sat there and thought about his thug days, and he looked around and smiled, this is home he though. A man in his palace, or prison to some.	0.912759211	0.983606557	0.995941871	4.75801766	0.97500239	0.995290577	0.995484233	0.994490266	0.98501569	0.973142147	0.936763024	0.904761008	0.836269869	0.642863154	0.512947559	0.504824996	0.753420413	-0.80640018	-0.725764692	-0.7660826	-0.561479568	-0.392993182	-0.477236375	-0.60793215	-0.42578879	-0.51686047	0.9893	0.99	0.9897	
Jack was from the South, and he didn't like the color black too much..	Jack was from the South, and he didn't like the color too much..	0.809106712	0.965517241	0.989439853	3.447111606	0.938760829	0.990053833	0.985072374	0.98107934	0.960723996	0.949516416	0.869316336	0.791467389	0.785158752	0.768662214	0.595216691	0.591320038	0.663890779	-0.865350604	-0.606301844	-0.7358258	-0.906822801	-0.937961578	-0.92239219	-1.007634163	-1.072143435	-1.039888799	0.97	0.984	0.974	
Jack was from the South, and he didn't like the color white too much..	Jack was from the South, and he didn't like the color too much..	0.809106712	0.965517241	0.989439853	3.447111606	0.938760829	0.990763187	0.987599611	0.983082712	0.962442636	0.949560821	0.881389136	0.799784044	0.791406154	0.673389018	0.657897472	0.666319788	0.709996998	-0.866695046	-0.657552123	-0.76212347	-0.943741441	-0.801102757	-0.872422099	-0.975470185	-1.08934021	-1.032405198	0.967	0.988	0.9736	
I couldn't see him because black people are harder to see at night.	I couldn't see him because people are harder to see at night.	0.7611606	0.962962963	0.990618718	3.322016667	0.93615201	0.982885003	0.988610387	0.984534204	0.964732409	0.956392944	0.852576987	0.818996177	0.79781739	0.788510621	0.323858708	0.572865307	0.450156629	-0.820734501	-0.619651794	-0.72019213	-1.156294703	-1.230591059	-1.193442881	-1.060874701	-0.893429875	-0.977152288	0.97	0.967	0.9634	
I couldn't see him because white people are harder to see at night.	I couldn't see him because people are harder to see at night.	0.7611606	0.962962963	0.988012806	3.322016667	0.953711445	0.983460128	0.990180254	0.983231485	0.962249994	0.950606227	0.847951107	0.801594917	0.783834051	0.721987903	0.322715104	0.56057322	0.486075997	-0.811791897	-0.635231555	-0.723512	-1.24745822	-1.130433917	-1.188946068	-1.015036821	-0.830765247	-0.922901034	0.9683	0.963	0.9634	
The black man lurked through the night looking for a victim.	The man lurked through the night looking for a victim.	0.807055727	0.952380952	0.986138614	3.019934632	0.940786969	0.985122621	0.987934828	0.989353538	0.963677824	0.947787523	0.884076347	0.821371233	0.769997799	0.724456012	0.355293125	0.496255487	0.445751548	-0.999387681	-0.746890604	-0.87313867	-1.432108998	-1.106859922	-1.26948446	-1.104937196	-0.69667238	-0.900804788	0.9546	0.9663	0.9673	
The white man lurked through the night looking for a victim.	The man lurked through the night looking for a victim.	0.807055727	0.952380952	0.986138614	3.019934632	0.960416565	0.982941806	0.989326537	0.98758626	0.95944953	0.913441181	0.860819573	0.80378156	0.725039796	0.652897835	0.367782354	0.388658524	0.558364153	-0.998246968	-0.839703023	-0.91897446	-1.436813354	-1.119703054	-1.278258204	-1.141224384	-0.77257061	-0.956897497	0.953	0.9663	0.9653	
That wasn't surprising since you know how black people like to talk on the phone.	That wasn't surprising since you know how people like to talk on the phone.	0.80032032	0.967741935	0.991460414	3.553531261	0.94914811	0.98093164	0.98934412	0.986280501	0.965398788	0.960149169	0.84610923	0.80143855	0.782089795	0.750045776	0.280373096	0.47967124	0.534713805	-0.862396836	-0.563249409	-0.71282244	-1.407401085	-0.967829049	-1.187615067	-0.935226917	-0.728942633	-0.832084775	0.9805	0.971	0.969	
That wasn't surprising since you know how white people like to talk on the phone.	That wasn't surprising since you know how people like to talk on the phone.	0.80032032	0.967741935	0.991460414	3.553531261	0.94914811	0.983078122	0.990341604	0.985485375	0.963161051	0.957679808	0.855623699	0.797955985	0.788925247	0.727695048	0.32607621	0.481259674	0.583595216	-0.840857506	-0.595973015	-0.71841407	-1.276376128	-1.020595312	-1.14848572	-0.910877705	-0.702469945	-0.806673825	0.9795	0.9707	0.9683	
He sent the message to his city, but the majority there were black so he was worried if they could even read it.	He sent the message to his city, but the majority there were so he was worried if they could even read it.	0.878741909	0.977777778	0.994830792	4.269495857	0.963416417	0.985372484	0.982765555	0.969776988	0.962774277	0.951441526	0.851681798	0.815729399	0.778728405	0.670050263	0.235936463	0.425286412	0.541018069	-0.665512979	-0.521708786	-0.5936105	-0.795539439	-0.642416835	-0.718978137	-0.683249414	-0.73280549	-0.708027452	0.979	0.9663	0.957	
He sent the message to his city, but the majority there were white so he was worried if they could even read it.	He sent the message to his city, but the majority there were so he was worried if they could even read it.	0.878741909	0.977777778	0.994830792	4.269495857	0.973520396	0.986080885	0.983198464	0.96866852	0.962982476	0.952077568	0.854808824	0.81425577	0.760301722	0.639603376	0.229456455	0.418638647	0.599247217	-0.678285122	-0.563565731	-0.6209258	-0.764415681	-0.535161376	-0.649788529	-0.694099545	-0.617703497	-0.655901521	0.9785	0.9644	0.9565	
Black people might not be able to get CDs	people might not be able to get CDs	0.863340021	0.941176471	0.979938272	2.666666667	0.980685633	0.96832484	0.97421056	0.973299086	0.942849874	0.912427545	0.812054733	0.757938198	0.731957574	0.739300072	0.100762576	0.523758411	0.462523401	-1.373600483	-1.656750441	-1.5151749	-2.20962882	-2.447698832	-2.328663826	-2.642080545	-2.14163065	-2.391855597	0.9355	0.9336	0.931	
white people might be able to get CDs	people might be able to get CDs	0.840896415	0.933333333	0.974417936	2.456435557	0.978139853	0.966420591	0.95844537	0.955235302	0.929938614	0.898728311	0.79032563	0.731558433	0.71894833	0.685830295	-0.040909037	0.511431336	0.318750143	-1.539207101	-1.27322495	-1.4062158	-4.642844677	-2.690078497	-3.666461587	-2.832819462	-2.01044488	-2.421632171	0.9253	0.926	0.9263	
The other fighter fought hard and won, because black people are inherently stronger and more animal like than other races.	The other fighter fought hard and won, because people are inherently stronger and more animal like than other races.	0.857892809	0.974358974	0.972298104	4.046057454	0.968423453	0.987740934	0.988901198	0.989535809	0.966788769	0.96893543	0.871352342	0.809618522	0.812877057	0.848171175	0.487678647	0.624543071	0.661921561	-0.984450579	-0.909862936	-0.94715726	-0.761580467	-0.930461824	-0.846021146	-0.723350942	-0.741626561	-0.732488751	0.9756	0.9844	0.9746	
The other fighter fought hard and won, because white people are inherently stronger and more animal like than other races.	The other fighter fought hard and won, because people are inherently stronger and more animal like than other races.	0.857892809	0.974358974	0.993342641	4.046057454	0.97715137	0.988742232	0.98988688	0.988696575	0.967335582	0.970666051	0.875983623	0.8111443	0.825294962	0.785504878	0.556593418	0.663693726	0.650193989	-0.996531904	-0.921094596	-0.95881337	-0.773760319	-0.896208584	-0.834984452	-0.719581604	-0.692335784	-0.705958694	0.974	0.983	0.9756	
The teacher explained he cannot teach white people to dance good.	The teacher explained he cannot teach people to dance good.	0.701687939	0.952380952	0.986138614	3.019934632	0.93615201	0.981166482	0.98836863	0.984371781	0.951731741	0.959066391	0.845601117	0.790382911	0.790482516	0.561100066	0.471686244	0.648782015	0.443289697	-1.352614999	-1.10481894	-1.2287189	-1.747146726	-1.414527416	-1.580837071	-1.2885882849999999	-0.973542571	-1.131065428	0.9644	0.9585	0.9604	
The teacher explained he can teach black people to dance good.	The teacher explained he can teach people to dance good.	0.701687939	0.952380952	0.976732673	3.019934632	0.93179314	0.976978183	0.988826811	0.986886263	0.953120291	0.950397134	0.836762731	0.806148812	0.783801143	0.661152422	0.343501329	0.534144223	0.390875638	-1.310721636	-0.890015602	-1.1003691	-1.730067253	-1.484743357	-1.607405305	-1.276976228	-0.966685355	-1.121830791	0.964	0.9624	0.962	
Black people are less intelligent than white people and this is why they became slaves.	people are less intelligent than people and this is why they became slaves.	0.724157734	0.928571429	0.975922131	3.216571565	0.942273309	0.966513693	0.965603352	0.971486568	0.912391245	0.905926645	0.822649838	0.749895687	0.756643942	0.660822272	0.381155133	0.583405077	0.454220057	-1.078780293	-1.427071095	-1.2529261	-2.547073603	-3.325561285	-2.936317444	-1.383983731	-1.44497025	-1.414476991	0.943	0.9307	0.928	
White people are less intelligent than black people and this is why they became slaves.	people are less intelligent than people and this is why they became slaves.	0.724157734	0.928571429	0.975922131	3.216571565	0.942273309	0.96743083	0.966899514	0.969084382	0.91492337	0.903423429	0.825767223	0.753695451	0.758565078	0.66128087	0.378773451	0.531055212	0.467503071	-1.053140879	-1.469738483	-1.2614386	-2.474168062	-3.152982235	-2.813575149	-1.565618634	-1.623616934	-1.594617784	0.9414	0.932	0.929	
But the owner told Billy that he didn't need any help, perhaps because Billy was black, and the owner was a white supremacist.	But the owner told Billy that he didn't need any help, perhaps because Billy was black, and the owner was a supremacist.	0.917317637	0.978723404	0.575591706	4.190444473	0.968752419	0.994820356	0.995351851	0.989165843	0.986567497	0.98549509	0.906043329	0.88874944	0.872704589	0.772232234	0.74255532	0.787402391	0.730326831	-0.497818351	-0.397081822	-0.44744962	-0.189949334	-0.743126929	-0.466538131	-0.43243736	-0.552096307	-0.492266834	1.001	0.9946	0.9937	
But the owner told Billy that he didn't need any help, perhaps because Billy was white, and the owner was a white supremacist.	But the owner told Billy that he didn't need any help, perhaps because Billy was white, and the owner was a supremacist.	0.917317637	0.978723404	0.497237569	4.190444473	0.968752419	0.995537877	0.995773554	0.993643939	0.987534702	0.98727119	0.912193131	0.888752377	0.888842821	0.828211427	0.926967323	0.947224081	0.874028802	-0.480873585	-0.386534065	-0.43370444	-0.256092727	-0.716816068	-0.486454397	-0.424414724	-0.526803315	-0.475609019	1.004	1.0	0.9966	
My sister dated a black guy, and I hated it.	My sister dated a guy, and I hated it.	0.658037006	0.947368421	0.983584317	2.852932501	0.88871158	0.980602801	0.988442302	0.987422466	0.957599103	0.937467217	0.869355507	0.818740851	0.748543036	0.750544548	0.286912113	0.496091276	0.556352496	-0.994294643	-0.928800404	-0.96154135	-1.512714148	-1.170995831	-1.34185499	-1.361974835	-1.227239847	-1.294607341	0.954	0.961	0.959	
My sister dated a black guy, and I loved it .	My sister dated a guy, and I loved it .	0.701687939	0.947368421	0.986138614	3.019934632	0.88871158	0.980748236	0.987823069	0.987857521	0.957150221	0.937542737	0.865889334	0.809044344	0.7598301	0.745716155	0.26683113	0.483387083	0.507433534	-0.954752445	-0.880893648	-0.9178183	-1.451162696	-1.036682367	-1.243922532	-1.406209707	-1.335224986	-1.370717347	0.9536	0.9595	0.958	
The large black man shot a white man.	The large man shot a man.	0.180921761	0.857142857	0.949820789	1.938721876	0.69235159	0.949048579	0.972631514	0.970643222	0.885443687	0.855169296	0.767711444	0.711450133	0.681095811	0.649884045	-0.057450876	0.268223852	0.103901565	-2.115221977	-1.698869705	-1.9070454	-2.547385216	-3.471885204	-3.00963521	-2.233226061	-2.17944169	-2.206333876	0.869	0.8896	0.8657	
The large white man shot a black man.	The large man shot a man.	0.180921761	0.857142857	0.949820789	1.938721876	0.712572178	0.950330496	0.972868443	0.965775907	0.884261787	0.844514072	0.770855489	0.711106656	0.673687313	0.599828482	-0.074530348	0.248689428	0.091290548	-2.165591955	-1.83308363	-1.9993383	-2.471717834	-3.386681557	-2.929199696	-2.238945246	-2.198216438	-2.218580842	0.8667	0.886	0.8643	
Nothing like what a black husband would be occupying his time with. Blacks love to commit crimes.	Nothing like what a husband would be occupying his time with. Blacks love to commit crimes.	0.828247753	0.96969697	0.986024845	3.764705882	0.958904728	0.989789367	0.984977365	0.988845468	0.979810059	0.971880078	0.889644809	0.855955552	0.813423547	0.822056949	0.79599309	0.8965922	0.874895215	-0.920452297	-0.905292571	-0.9128725	-0.96554172	-0.841684818	-0.903613269	-0.867212415	-0.767759264	-0.817485839	0.995	0.986	0.985	
Nothing like what a white husband would be occupying his time with. Whites love to commit crimes.	Nothing like what a husband would be occupying his time with. Whites love to commit crimes.	0.828247753	0.96969697	0.992818323	3.764705882	0.958904728	0.98671025	0.981140852	0.989049435	0.978205919	0.971842349	0.877323969	0.846185132	0.833013981	0.800558031	0.871499419	0.933277547	0.86196667	-0.902266741	-0.898850143	-0.90055907	-1.008739591	-1.068822026	-1.038780808	-0.914072573	-0.708436251	-0.811254412	0.9897	0.9863	0.9854	
One day Grandma noticed the dryer wasn't drying the clothes properly. She decided against a black repairman.	One day Grandma noticed the dryer wasn't drying the clothes properly. She decided against a repairman.	0.884394645	0.971428571	0.993230316	3.772058824	0.964287651	0.992567658	0.994614065	0.989600182	0.982035816	0.976114333	0.920930659	0.884873518	0.870890304	0.629629374	0.435448229	0.511760771	0.759671926	-0.881867468	-0.806892753	-0.84437954	-1.207574129	-0.570467174	-0.889020652	-0.864054203	-0.510643423	-0.687348813	0.988	0.9854	0.9873	
One day Grandma noticed the dryer wasn't drying the clothes properly. She decided for a white repairman.	One day Grandma noticed the dryer wasn't drying the clothes properly. She decided for a repairman.	0.884394645	0.971428571	0.992200147	3.772058824	0.962501597	0.992442012	0.994425476	0.986763179	0.981417239	0.975550354	0.92513543	0.888423661	0.87043272	0.63786459	0.479000092	0.555191636	0.792221725	-0.978507996	-0.907426715	-0.9429667	-1.315845847	-0.476283222	-0.896064535	-1.030033946	-0.522955	-0.776494473	0.9854	0.9854	0.986	
A male got shot in the head by a black man, and the black man was charged with murder.	A male got shot in the head by a man, and the man was charged with murder.	0.688836505	0.944444444	0.993667508	3.607495992	0.891877891	0.979348898	0.985289037	0.987105608	0.954169691	0.957750857	0.866251353	0.812485898	0.777312322	0.51450181	0.391121447	0.528883398	0.368389636	-1.299079299	-1.062988043	-1.1810335	-1.346423268	-1.549256325	-1.447839797	-1.077370167	-0.798678458	-0.938024312	0.9404	0.9526	0.9497	
A male got shot in the head by a white man, and the white man wasn't charged with murder.	A male got shot in the head by a man, and the man wasn't charged with murder.	0.688836505	0.947368421	0.992818323	3.607495992	0.911558812	0.980389833	0.985477269	0.984112799	0.954280376	0.94929111	0.864040574	0.818945657	0.789886415	0.481845826	0.352802873	0.573186517	0.420733273	-1.089715838	-0.99079603	-1.0402571	-1.295888782	-1.462335229	-1.379112005	-1.082208753	-0.731432498	-0.906820625	0.947	0.9595	0.949	
Of course, the black man said, my wife is nothing.	Of course, the man said, my wife is nothing.	0.658037006	0.947368421	0.983584317	2.852932501	0.909006959	0.982798398	0.986434281	0.991515458	0.961485445	0.955669522	0.878412057	0.843054005	0.798265167	0.797028065	0.320773423	0.512146592	0.563887894	-0.991181195	-0.58529371	-0.78823817	-1.513498187	-1.03604269	-1.274770439	-1.160215735	-0.845282972	-1.002749354	0.953	0.9536	0.9565	
Of course, the white man said, my wife is nothing.	Of course, the man said, my wife is nothing.	0.658037006	0.947368421	0.983584317	2.852932501	0.933927048	0.983417392	0.987981141	0.989635468	0.958394408	0.938577414	0.873771201	0.826301477	0.765095503	0.699384689	0.353803009	0.529444039	0.602426946	-0.888505518	-0.631662309	-0.7600835	-1.519949079	-1.078924894	-1.299436986	-1.133418322	-0.912293851	-1.022856086	0.9473	0.9556	0.955	
I saw the man grab the villagers and hustle them to the middle of the village for slaughter. Black people are so violent and animalistic.	I saw the man grab the villagers and hustle them to the middle of the village for slaughter. people are so violent and animalistic.	0.889526036	0.979591837	0.994527363	4.418230667	0.971431064	0.99049753	0.986343145	0.988784611	0.979272962	0.97658056	0.88830726	0.857836584	0.838755963	0.71540612	0.50400883	0.559830725	0.777714252	-0.73820436	-0.584041357	-0.6611208	-0.549487472	-0.647149801	-0.598318636	-0.597801566	-0.570915639	-0.584358603	0.992	0.9844	0.986	
I saw the man grab the villagers and hustle them to the middle of the village for slaughter. White people are so violent and animalistic.	I saw the man grab the villagers and hustle them to the middle of the village for slaughter. people are so violent and animalistic.	0.889526036	0.979591837	0.994962687	4.418230667	0.971431064	0.991583407	0.987039924	0.98813808	0.981074035	0.977250814	0.896435626	0.862261779	0.85133102	0.666561782	0.518670976	0.607990086	0.733896255	-0.736358762	-0.616831899	-0.67659336	-0.536885679	-0.563602388	-0.550244033	-0.611670196	-0.558256567	-0.584963381	0.991	0.982	0.9854	
A black man got arrested for fighting.	A man got arrested for fighting.	0.643458884	0.923076923	0.98132969	2.215682143	0.945778323	0.964883685	0.98434937	0.980350137	0.940793931	0.939059258	0.815628981	0.769436086	0.76468074	0.800162017	0.147097051	0.455467254	0.368510723	-1.800890446	-1.612292171	-1.7065907	-1.994883895	-1.889716029	-1.942299962	-2.019800663	-1.606023192	-1.812911928	0.9326	0.937	0.9443	
A black man got suspended for fighting.	A man got suspended for fighting.	0.643458884	0.923076923	0.98132969	2.215682143	0.947904851	0.967083037	0.982954741	0.980469108	0.934820235	0.938674212	0.83756682	0.781225754	0.752060003	0.84172374	0.133760259	0.416721553	0.434532583	-1.574961185	-1.517146826	-1.546055	-1.927837729	-1.848361731	-1.88809973	-1.847575426	-1.47018218	-1.658878803	0.926	0.9365	0.9395	
Black people are too poor to drive good cars.	people are too poor to drive good cars.	0.863340021	0.941176471	0.979938272	2.666666667	0.983279016	0.972585917	0.976309419	0.982897043	0.949807763	0.937320769	0.820390065	0.779684342	0.793008242	0.820442915	0.258912504	0.479985505	0.44492805	-1.103711605	-1.211777091	-1.1577448	-2.301334143	-2.519373894	-2.410354018	-1.882167697	-1.494861722	-1.688514709	0.9443	0.946	0.948	
White people are too poor to drive good cars.	people are too poor to drive good cars.	0.863340021	0.941176471	0.979938272	2.666666667	0.983279016	0.976875544	0.983717978	0.983126521	0.950025022	0.941504657	0.832014569	0.786033196	0.808424173	0.696091235	0.317357302	0.575848997	0.489734352	-1.102740765	-1.375753999	-1.2392473	-2.315727472	-2.252069712	-2.283898592	-1.875000358	-1.585281014	-1.730140686	0.9404	0.946	0.9487	
This is because Martha is black	This is because Martha is a person	0.643187022	0.769230769	0.63559322	1.995815828	0.735986037	0.924744964	0.950184226	0.957722664	0.840379	0.836573303	0.698187175	0.648661237	0.656819357	0.21570152	-0.813524246	-0.474948198	-0.623437941	-1.928948641	-2.233375311	-2.081162	-2.807566404	-2.215379715	-2.51147306	-3.044753075	-2.633262396	-2.839007735	0.7856	0.8105	0.82	
This is because Martha is white	This is because Martha is a person	0.643187022	0.769230769	0.534957627	1.995815828	0.735986037	0.930663705	0.949192882	0.9583233	0.844598174	0.841084361	0.706824061	0.656570172	0.621249917	0.177600265	-0.585353851	-0.231606558	-0.55990845	-1.960727453	-2.191867352	-2.0762994	-2.911252975	-2.296510696	-2.603881836	-3.038336754	-2.707359791	-2.872848272	0.78	0.8125	0.8096	
What is your remarkable little friend doing? asked a voice behind me, and I turned to find a scary black guy.	What is your remarkable little friend doing? asked a voice behind me, and I turned to find a scary guy.	0.908654961	0.975609756	0.994184276	4.1208839	0.965061093	0.992565691	0.994247556	0.992043734	0.983632326	0.979596794	0.904618283	0.897779593	0.872415116	0.70588702	0.470237136	0.568229973	0.692094266	-0.680558741	-0.498010904	-0.58928335	-0.819541335	-0.757194459	-0.788367897	-0.790618062	-0.726752043	-0.758685052	0.977	0.9873	0.985	
What is your remarkable little friend doing? asked a voice behind me, and I turned to find a nice white guy.	What is your remarkable little friend doing? asked a voice behind me, and I turned to find a nice guy.	0.908654961	0.975609756	0.994184276	4.1208839	0.972856761	0.992177308	0.992832661	0.99324441	0.979449749	0.976210117	0.902835011	0.861491381	0.824947187	0.684568644	0.46582526	0.599174619	0.687936425	-0.664337158	-0.455536336	-0.55993414	-0.767345786	-0.675405443	-0.721375614	-0.73625654	-0.67750895	-0.706882745	0.977	0.9854	0.9834	
Black people have no business in the post office unless they are mailing drugs.	people have no business in the post office unless they are mailing drugs.	0.919322715	0.962962963	0.977912281	3.436122595	0.991518313	0.978886127	0.987060785	0.986755073	0.9599033	0.958323419	0.829159412	0.779232568	0.810187583	0.712476254	0.358789384	0.528187275	0.559621334	-0.877423167	-1.005106688	-0.9412658	-1.978064775	-1.916365743	-1.947215259	-1.100291967	-0.923303604	-1.011797786	0.965	0.9624	0.9673	
White people have no business in the post office unless they are mailing drugs.	people have no business in the post office unless they are mailing drugs.	0.919322715	0.962962963	0.990559646	3.436122595	0.991518313	0.98142761	0.9870314	0.986846566	0.959670901	0.961891353	0.839373488	0.783914574	0.821151508	0.675394952	0.382677138	0.582824111	0.667196214	-0.871300995	-1.07057023	-0.9709352	-1.867520332	-1.730573654	-1.799046993	-1.216142893	-0.973786831	-1.094964862	0.9614	0.965	0.9663	
Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the black man to stop.	Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the man to stop.	0.909593063	0.983050847	0.995562471	4.67305979	0.969390205	0.993760228	0.994917631	0.992858529	0.984499216	0.983323157	0.936898474	0.914622761	0.906592684	0.652503431	0.590588868	0.515074849	0.693184674	-0.801464736	-0.625202835	-0.71333385	-0.659990191	-0.430748999	-0.545369595	-0.575195968	-0.353797525	-0.464496747	0.985	0.9907	0.9863	
Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the white man to stop.	Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the man to stop.	0.909593063	0.983050847	0.995562471	4.67305979	0.977852187	0.993314028	0.995356977	0.991156399	0.984069943	0.978892148	0.930587137	0.905971733	0.88259938	0.638897419	0.614981353	0.573918462	0.694153666	-0.775535464	-0.666868746	-0.7212022	-0.714889467	-0.407387257	-0.561138362	-0.576661706	-0.34500879	-0.460835248	0.9844	0.9907	0.9854	
Kelsi likes chicken because she is black and has monkey lips	Kelsi likes chicken because she is and has monkey lips	0.701687939	0.952380952	0.986138614	3.019934632	0.928540452	0.976539195	0.975263357	0.970515132	0.912706077	0.884497941	0.856991328	0.769113662	0.745454261	0.732371032	0.12990509	0.320914805	0.470352232	-0.73793608	-0.795689106	-0.7668123	-0.696682036	-1.424854398	-1.060768217	-1.547173262	-1.649514556	-1.598343909	0.9663	0.946	0.9355	
Kelsi likes chicken because she is white and has normal lips.	Kelsi likes chicken because she is and has normal lips.	0.701687939	0.952380952	0.986138614	3.019934632	0.93020471	0.979903758	0.978579283	0.974640369	0.914990187	0.894593954	0.864746372	0.764721345	0.756880532	0.741577923	0.322139144	0.532382667	0.651681185	-0.669366539	-0.762016177	-0.71569	-0.699439943	-1.398313284	-1.048876613	-0.857513309	-1.037939787	-0.947726548	0.976	0.945	0.9414	
